fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.2;0.56;0.28;2.9;0.112;31.7;110.6;0.99;3.18;0.71;10.5;5
10.7;0.62;0.28;2.0;0.151;1.0;6.0;0.99;3.43;0.83;11.1;5
7.8;0.36;0.29;3.7;0.063;29.2;107.5;0.99;3.57;0.68;12.8;8
6.8;0.45;0.17;4.2;0.112;16.4;63.4;0.99;3.43;0.76;9.6;5
8.7;0.5;0.15;3.0;0.039;20.4;54.8;0.99;3.25;0.75;11.2;5
6.3;0.69;0.16;1.1;0.202;7.2;26.1;0.99;3.17;0.48;11.6;5
9.1;0.51;0.26;1.5;0.131;8.0;52.4;0.99;3.33;0.67;11.2;6
13.7;0.56;0.24;1.8;0.078;21.0;60.1;0.99;3.44;0.69;12.3;6
10.2;0.58;0.19;1.8;0.051;40.8;141.9;0.99;3.25;0.49;11.5;5
8.1;0.63;0.18;3.8;0.082;26.4;111.8;0.99;3.27;0.62;12.7;5
10.1;0.44;0.31;1.0;0.071;29.1;112.9;0.9904;3.73;0.79;10.8;6
6.7;0.4;0.42;4.5;0.179;13.9;43.5;0.99;3.47;0.66;12.1;6
7.0;0.63;0.25;1.8;0.029;9.6;35.7;0.99;3.48;0.67;10.2;5
8.2;0.52;0.3;1.9;0.093;7.7;26.9;0.99;3.09;0.77;10.5;7
8.4;0.46;0.16;2.9;0.086;10.8;30.3;0.99;3.2;0.65;9.4;5
6.1;0.49;0.23;1.6;0.081;1.0;6.0;0.99;3.32;0.58;11.4;5
7.8;0.39;0.43;6.4;0.082;8.3;26.3;0.99;3.16;0.82;11.9;7
8.1;0.71;0.35;1.2;0.082;10.0;36.1;0.99;3.55;0.49;10.6;5
10.9;0.54;0.38;2.5;0.128;14.0;41.5;0.9901;3.52;0.7;10.0;6
6.1;0.42;0.34;5.7;0.116;17.2;47.4;0.99;3.23;0.79;10.4;5
5.9;0.54;0.29;3.4;0.107;19.7;68.5;0.99;3.58;0.61;11.0;5
8.6;0.39;0.35;1.9;0.012;15.7;72.1;0.99;3.31;0.68;12.4;7
10.3;0.43;0.27;2.4;0.101;9.8;35.1;0.99;3.7;0.72;11.0;5
9.2;0.4;0.27;4.1;0.012;1.0;6.0;0.99;3.33;0.77;12.0;7
8.8;0.52;0.26;10.1;0.117;9.9;42.2;0.99;3.4;0.72;10.7;5
7.8;0.51;0.27;6.6;0.156;5.7;18.4;0.99;3.52;0.65;12.4;5
9.4;0.58;0.28;2.0;0.043;20.7;91.1;0.99;3.5;0.36;9.8;4
9.7;0.63;0.29;15.5;0.075;25.4;88.9;0.99;3.39;0.82;10.8;6
7.9;0.51;0.46;1.0;0.059;25.7;97.0;0.99;3.29;0.86;10.6;5
6.7;0.41;0.19;1.1;0.145;23.8;75.8;0.99;3.39;0.88;12.2;7
6.7;0.47;0.36;5.3;0.091;14.5;55.8;0.99;3.19;0.35;10.6;6
9.8;0.36;0.31;1.6;0.168;10.4;39.2;0.99;3.33;0.8;11.9;7
5.7;0.56;0.25;1.2;0.106;8.1;27.8;0.99;3.14;0.6;11.1;5
11.2;0.42;0.23;1.7;0.098;1.0;6.0;0.99;3.04;0.64;11.2;7
7.5;0.49;0.38;2.4;0.09;26.2;85.3;0.99;3.32;0.71;11.7;6
8.8;0.39;0.35;4.3;0.125;14.0;51.8;0.99;3.5;0.69;10.6;6
9.5;0.46;0.36;3.4;0.012;2.8;16.1;0.99;3.45;0.75;10.5;6
7.1;0.56;0.3;1.7;0.091;7.2;23.9;0.99;3.3;0.71;11.5;6
7.5;0.46;0.25;2.7;0.084;6.8;26.7;0.99;3.57;0.59;10.1;6
8.5;0.57;0.24;7.5;0.121;16.3;56.7;0.99;3.22;0.59;9.3;5
6.8;0.64;0.26;5.2;0.078;27.0;95.5;0.99;3.02;0.53;11.0;4
6.5;0.45;0.11;2.0;0.038;12.2;40.7;0.99;2.98;0.58;12.6;7
6.6;0.54;0.37;11.1;0.087;1.0;6.0;0.99;3.13;0.56;11.0;6
10.4;0.46;0.52;4.1;0.036;13.9;75.6;0.99;3.43;0.68;10.9;6
9.0;0.39;0.33;1.2;0.012;14.2;52.8;0.99;3.21;0.84;12.2;6
7.0;0.43;0.22;1.1;0.121;13.5;53.7;0.99;3.38;0.6;10.1;5
9.8;0.65;0.23;1.5;0.114;9.3;36.9;0.9905;3.56;0.57;9.9;5
7.0;0.56;0.35;4.3;0.109;18.1;60.7;0.99;3.14;0.58;12.0;6
5.0;0.61;0.22;1.5;0.148;16.6;71.0;0.99;3.38;0.65;11.0;5
9.5;0.63;0.34;2.8;0.056;15.6;51.7;0.99;3.39;0.77;11.9;5
11.1;0.46;0.26;1.2;0.02;20.2;81.3;0.99;3.18;0.9;9.7;6
9.2;0.49;0.42;7.3;0.084;11.4;36.6;0.99;3.51;0.68;9.9;5
5.1;0.38;0.45;2.1;0.071;10.8;28.2;0.99;3.27;0.71;11.4;6
8.3;0.44;0.22;7.0;0.047;30.3;109.7;0.99;3.25;0.6;11.3;5
7.8;0.6;0.27;8.2;0.083;21.7;64.9;0.99;3.63;0.66;12.1;6
8.9;0.5;0.25;1.0;0.058;24.5;91.1;0.99;3.39;0.71;11.1;5
6.9;0.66;0.25;2.6;0.012;28.7;88.5;0.9902;3.45;0.62;11.1;5
7.7;0.6;0.13;1.1;0.066;21.4;71.7;0.99;3.51;0.58;10.3;4
5.9;0.48;0.14;7.0;0.034;25.6;75.3;0.99;3.21;0.65;12.3;5
8.7;0.44;0.37;2.8;0.098;1.0;31.7;0.99;3.5;0.59;10.1;5
5.9;0.42;0.39;1.2;0.056;18.0;46.5;0.99;3.23;0.69;11.7;6
9.0;0.62;0.39;1.3;0.139;14.0;49.1;0.99;3.23;0.5;10.6;6
7.0;0.44;0.24;2.2;0.162;33.4;128.3;0.99;3.27;0.7;11.4;5
4.6;0.69;0.47;8.0;0.119;25.6;100.0;0.99;3.22;0.94;10.6;6
9.6;0.4;0.28;4.0;0.014;9.3;41.1;0.99;3.43;0.64;12.0;6
9.1;0.55;0.37;6.1;0.158;19.8;66.1;0.99;3.35;0.74;11.5;6
10.6;0.54;0.11;2.1;0.161;17.6;75.1;0.99;3.24;0.74;12.4;5
4.7;0.45;0.26;1.1;0.088;20.6;81.2;0.99;3.41;0.83;11.2;6
7.2;0.42;0.23;10.2;0.149;5.2;20.3;0.99;3.27;0.62;11.3;5
8.5;0.54;0.24;1.0;0.061;19.6;71.0;0.99;3.26;0.47;10.4;5
9.3;0.29;0.18;8.4;0.012;13.5;44.2;0.99;3.32;0.78;11.6;7
5.8;0.38;0.32;2.1;0.051;18.8;56.7;0.99;3.38;0.66;11.1;5
9.0;0.49;0.38;1.0;0.168;8.3;41.4;0.99;3.37;0.67;10.2;6
7.3;0.42;0.21;3.9;0.017;9.8;47.4;0.99;3.26;0.69;10.3;6
5.1;0.65;0.17;10.8;0.087;28.1;89.5;0.99;3.44;0.71;11.9;6
7.0;0.58;0.2;9.4;0.089;4.9;15.6;0.99;3.28;0.74;11.3;6
9.2;0.79;0.27;1.4;0.063;5.6;18.2;0.99;3.21;0.63;10.1;4
5.2;0.48;0.19;1.5;0.066;15.3;53.2;0.99;3.09;0.63;10.4;5
9.4;0.49;0.27;3.1;0.09;7.8;27.9;0.99;3.46;0.74;10.8;6
8.8;0.29;0.14;3.5;0.061;6.6;32.6;0.99;3.31;0.62;11.1;5
7.9;0.52;0.45;4.4;0.02;17.0;52.0;0.99;3.34;0.71;11.4;5
5.5;0.63;0.23;1.5;0.097;1.0;6.0;0.9922;3.47;0.54;8.9;4
5.7;0.57;0.36;9.0;0.137;5.3;30.9;0.99;3.24;0.66;12.1;5
7.6;0.55;0.3;3.5;0.128;37.4;126.3;0.99;3.1;0.49;12.1;5
6.4;0.56;0.25;5.7;0.049;20.7;59.8;0.99;3.32;0.61;9.1;5
7.7;0.21;0.27;2.9;0.028;8.1;23.5;0.99;3.36;0.76;12.3;6
9.8;0.51;0.21;2.3;0.074;20.2;67.4;0.99;3.27;0.6;12.2;6
7.8;0.53;0.23;10.5;0.161;21.8;91.8;0.9901;3.53;0.67;11.4;6
7.8;0.68;0.15;3.2;0.117;26.3;101.3;0.99;2.94;0.41;10.0;5
7.8;0.59;0.14;6.0;0.12;14.5;62.2;0.99;3.48;0.51;11.8;5
10.0;0.54;0.46;8.7;0.129;26.1;99.5;0.99;3.43;0.54;10.8;5
10.5;0.59;0.31;3.8;0.107;1.0;13.0;0.99;3.38;0.71;11.8;6
9.0;0.24;0.43;3.0;0.093;4.8;9.9;0.99;2.81;0.73;13.2;6
8.5;0.57;0.14;1.0;0.118;17.6;59.6;0.99;3.5;0.59;10.8;4
8.7;0.33;0.18;1.1;0.061;19.3;57.7;0.9901;3.16;0.71;11.1;7
10.7;0.55;0.15;1.6;0.021;6.3;19.9;0.99;3.23;0.61;10.7;5
9.1;0.26;0.24;1.5;0.121;18.6;71.9;0.99;3.28;0.77;10.8;6
10.9;0.61;0.28;1.7;0.145;9.3;33.9;0.99;3.37;0.72;11.7;6
7.6;0.39;0.29;1.9;0.034;13.0;58.6;0.99;3.41;0.72;11.2;7
6.0;0.51;0.2;2.1;0.126;26.6;81.7;0.99;3.44;0.83;11.0;6
7.2;0.5;0.29;2.4;0.166;25.4;93.9;0.99;3.43;0.89;10.4;6
7.3;0.68;0.27;1.3;0.087;5.4;6.4;0.99;3.35;0.53;10.9;5
11.0;0.29;0.35;1.1;0.049;4.8;17.7;0.99;3.37;0.75;11.5;6
9.6;0.56;0.4;3.8;0.093;11.6;48.0;0.99;3.15;0.96;8.9;5
7.2;0.52;0.27;2.9;0.061;15.6;52.5;0.99;3.2;0.78;12.0;7
9.7;0.47;0.4;2.5;0.058;9.0;37.0;0.99;3.44;0.71;11.4;6
8.1;0.38;0.29;3.5;0.107;26.8;84.2;0.99;3.44;0.69;10.8;6
11.1;0.49;0.1;5.4;0.012;19.5;51.6;0.99;3.42;0.7;12.6;5
7.7;0.44;0.46;2.4;0.019;20.1;75.9;0.99;3.23;0.78;12.2;6
5.7;0.41;0.51;3.6;0.088;2.6;26.5;0.99;3.45;0.58;10.5;6
8.0;0.46;0.34;8.7;0.086;28.1;88.4;0.99;3.14;0.7;12.1;6
7.7;0.7;0.26;5.6;0.103;1.0;15.7;0.99;3.47;0.42;12.0;5
6.0;0.49;0.22;2.4;0.175;24.6;86.5;0.99;3.27;0.63;11.1;5
9.3;0.5;0.2;3.6;0.092;25.6;76.2;0.99;3.56;0.56;11.3;5
10.7;0.6;0.37;1.5;0.115;11.3;28.2;0.99;3.08;0.68;11.3;5
6.4;0.39;0.31;3.1;0.041;29.2;102.4;0.99;3.57;0.58;10.1;7
10.0;0.42;0.42;11.0;0.123;15.2;49.2;0.99;3.26;0.6;10.9;5
7.3;0.4;0.31;2.8;0.062;16.5;44.6;0.99;3.25;0.85;11.6;7
8.3;0.54;0.21;7.6;0.09;19.4;51.0;0.99;3.34;0.58;12.1;5
8.1;0.65;0.19;2.3;0.082;49.2;163.7;0.99;3.21;0.46;11.3;5
8.3;0.38;0.21;15.5;0.136;29.9;106.6;0.99;3.3;0.73;11.2;6
9.1;0.58;0.33;3.2;0.025;23.2;81.1;0.99;3.2;0.64;11.3;6
6.6;0.47;0.15;1.1;0.012;6.3;17.0;0.99;3.2;0.68;12.2;6
10.5;0.37;0.2;3.2;0.077;17.4;62.9;0.99;3.38;0.63;11.3;6
9.2;0.35;0.41;1.8;0.109;7.4;36.3;0.99;3.17;0.9;10.8;6
9.7;0.74;0.15;1.1;0.094;24.5;89.7;0.99;3.19;0.49;10.8;5
7.0;0.32;0.43;5.3;0.145;17.3;59.3;0.99;3.1;1.08;13.0;8
6.4;0.5;0.1;1.8;0.108;4.1;23.6;0.99;3.23;0.71;12.2;7
10.3;0.31;0.43;5.0;0.06;16.7;48.9;0.99;3.51;0.72;11.4;6
6.3;0.81;0.12;1.8;0.012;7.0;22.3;0.99;3.18;0.59;11.2;5
8.6;0.57;0.19;1.5;0.076;17.5;59.2;0.99;3.2;0.64;11.0;6
10.0;0.52;0.32;10.1;0.135;6.9;11.8;0.99;3.34;0.57;10.8;5
8.1;0.59;0.25;2.1;0.069;16.2;52.5;0.99;3.25;0.66;10.1;4
10.3;0.62;0.34;3.3;0.088;23.7;62.2;0.99;3.64;0.51;10.8;5
7.8;0.62;0.12;3.4;0.107;15.3;72.7;0.99;3.29;0.69;12.1;5
6.1;0.43;0.28;3.1;0.039;11.8;31.9;0.99;3.36;0.53;10.9;7
8.9;0.48;0.22;7.2;0.116;18.0;78.9;0.99;3.45;0.73;10.8;6
8.6;0.54;0.17;3.8;0.164;23.2;81.6;0.99;3.45;0.78;10.4;6
12.9;0.38;0.31;2.3;0.079;4.3;20.7;0.99;3.34;0.52;9.8;5
6.7;0.51;0.34;6.0;0.034;18.6;60.2;0.99;3.29;0.72;10.9;5
7.9;0.39;0.22;1.5;0.084;29.7;106.0;0.99;3.61;0.66;10.5;5
7.1;0.47;0.46;3.0;0.012;21.9;83.2;0.99;3.3;0.91;13.2;7
8.1;0.48;0.17;8.5;0.103;16.5;64.4;0.99;3.24;0.56;10.8;5
8.0;0.25;0.46;3.5;0.108;22.6;86.8;0.99;3.21;1.03;12.8;7
6.8;0.4;0.34;5.2;0.166;20.6;68.4;0.99;3.05;0.46;12.2;6
9.1;0.56;0.13;3.7;0.078;23.8;78.5;0.99;3.43;0.62;10.8;5
7.9;0.46;0.48;5.6;0.106;1.0;6.0;0.99;2.96;0.53;13.1;6
10.6;0.36;0.24;8.2;0.047;1.0;8.7;0.99;3.31;0.89;11.6;6
7.2;0.24;0.43;1.8;0.07;26.4;103.2;0.99;3.28;0.72;13.0;7
11.5;0.42;0.32;1.5;0.015;1.0;19.7;0.99;3.65;0.73;12.9;7
8.8;0.49;0.29;2.7;0.078;20.1;73.4;0.99;3.04;0.69;11.3;5
10.5;0.52;0.34;4.0;0.073;12.2;35.0;0.99;3.17;0.65;11.6;5
8.5;0.46;0.36;1.6;0.101;5.4;6.0;0.99;3.29;0.64;11.9;6
7.0;0.45;0.28;1.0;0.058;19.5;78.7;0.99;3.28;0.62;10.9;7
7.9;0.63;0.3;2.0;0.091;18.0;45.0;0.99;3.23;0.67;11.0;5
5.9;0.49;0.33;9.7;0.071;37.9;129.2;0.99;3.3;0.74;12.3;6
8.1;0.45;0.3;4.0;0.071;9.3;30.3;0.99;3.12;0.77;12.6;6
8.6;0.48;0.26;2.3;0.091;30.9;107.5;0.99;3.36;0.89;10.8;6
8.4;0.52;0.27;1.5;0.089;19.6;69.0;0.99;2.96;0.43;11.4;5
10.6;0.32;0.48;2.1;0.123;9.0;32.9;0.99;3.31;0.69;11.5;6
8.0;0.52;0.28;1.5;0.081;24.2;60.5;0.99;3.22;0.87;11.7;7
5.1;0.64;0.37;1.3;0.071;21.8;76.4;0.9909;3.46;0.64;11.3;5
14.3;0.75;0.19;6.9;0.079;16.2;34.4;0.99;3.57;0.42;11.2;5
7.1;0.64;0.22;15.5;0.053;18.7;72.8;0.99;3.26;0.62;12.2;7
9.9;0.43;0.58;1.4;0.07;9.6;28.0;0.99;3.52;0.68;12.2;5
5.7;0.45;0.33;1.1;0.182;7.2;6.0;0.99;3.26;0.73;12.0;6
8.7;0.73;0.34;2.0;0.044;23.8;75.2;0.99;3.17;0.77;11.6;6
6.9;0.55;0.31;2.5;0.074;13.5;41.5;0.99;3.57;0.57;12.5;5
4.6;0.43;0.45;1.6;0.069;15.0;64.4;0.99;3.39;0.78;12.7;7
7.8;0.4;0.29;1.9;0.075;18.8;67.8;0.99;3.31;0.56;10.9;5
8.2;0.5;0.36;1.6;0.071;18.6;68.5;0.99;3.41;0.73;10.4;6
7.9;0.74;0.14;4.7;0.1;1.0;15.3;0.99;3.35;0.66;10.2;5
8.7;0.61;0.38;4.1;0.012;29.3;101.6;0.99;3.3;0.62;12.1;6
7.8;0.49;0.23;3.5;0.136;17.1;67.4;0.99;3.11;0.81;10.5;5
8.4;0.51;0.32;2.2;0.117;13.8;55.1;0.99;3.27;0.48;10.2;5
8.6;0.3;0.14;7.0;0.029;20.4;58.5;0.99;3.4;0.74;11.2;7
8.2;0.46;0.31;9.7;0.012;18.3;78.8;0.99;3.29;0.57;10.5;5
8.0;0.29;0.06;1.5;0.041;23.9;69.4;0.99;3.45;0.88;12.1;6
6.8;0.54;0.22;1.6;0.076;21.5;84.4;0.99;3.37;0.71;10.9;5
9.3;0.63;0.11;2.9;0.208;23.4;66.7;0.99;3.18;0.64;10.3;6
7.8;0.59;0.31;1.2;0.113;30.0;111.0;0.99;3.11;0.62;11.0;5
7.7;0.55;0.32;2.4;0.012;25.1;106.5;0.99;3.29;0.94;12.0;7
9.2;0.66;0.17;3.2;0.055;14.2;47.6;0.99;3.23;0.56;10.6;5
8.7;0.5;0.39;2.8;0.084;4.1;11.8;0.99;3.36;0.47;11.9;5
7.1;0.47;0.16;2.0;0.099;33.3;122.7;0.99;3.2;0.68;10.7;5
10.4;0.48;0.0;3.0;0.025;13.4;43.6;0.99;3.22;0.68;11.9;5
6.3;0.31;0.33;9.0;0.081;10.9;56.3;0.99;3.47;0.77;11.9;6
6.5;0.55;0.07;1.6;0.053;1.0;6.0;0.99;3.33;0.72;11.7;5
9.4;0.19;0.19;3.7;0.035;19.4;64.7;0.99;3.2;0.88;10.5;6
11.3;0.61;0.2;1.1;0.099;17.4;55.5;0.99;3.31;0.48;11.1;5
7.3;0.56;0.11;1.2;0.123;1.0;6.0;0.99;3.52;0.53;11.0;5
9.0;0.53;0.23;3.0;0.127;20.6;65.8;0.99;3.35;0.77;10.3;6
6.3;0.59;0.14;1.3;0.114;10.7;33.9;0.99;3.4;0.59;12.3;6
6.7;0.57;0.27;1.1;0.064;44.0;149.1;0.99;3.2;0.5;10.3;5
10.2;0.71;0.13;1.5;0.121;9.9;28.1;0.99;3.46;0.84;10.5;5
8.9;0.68;0.22;3.1;0.102;11.3;60.5;0.99;3.66;0.44;9.8;4
10.3;0.4;0.4;4.0;0.093;6.7;13.1;0.99;3.19;0.66;12.0;6
10.1;0.46;0.36;1.6;0.058;29.2;103.7;0.99;3.13;0.69;10.2;6
4.7;0.25;0.27;3.8;0.064;12.0;47.9;0.99;3.34;0.83;11.9;6
6.3;0.39;0.18;1.5;0.09;8.3;35.4;0.99;3.44;0.51;12.2;6
8.8;0.44;0.3;3.4;0.202;23.3;81.0;0.99;3.3;0.74;11.8;6
5.4;0.53;0.21;2.3;0.101;1.4;6.0;0.99;3.15;0.61;12.0;6
6.5;0.33;0.33;3.7;0.058;22.4;82.9;0.99;3.29;0.81;12.4;7
10.7;0.43;0.08;14.3;0.048;34.5;123.4;0.99;3.4;0.56;10.2;5
7.4;0.36;0.33;7.9;0.064;21.8;73.7;0.99;3.25;0.81;12.1;5
9.5;0.49;0.25;1.0;0.189;22.5;63.1;0.99;3.4;0.56;10.6;5
8.3;0.75;0.47;6.4;0.068;25.0;82.8;0.99;3.48;0.4;10.9;5
7.1;0.51;0.41;1.2;0.13;33.8;106.8;0.99;3.35;0.62;11.1;6
5.5;0.5;0.37;8.6;0.069;28.5;93.1;0.99;3.31;0.72;12.2;7
8.7;0.46;0.24;1.8;0.099;20.5;72.1;0.99;3.43;0.76;10.6;5
10.8;0.39;0.18;2.2;0.124;25.3;92.1;0.99;3.18;0.52;11.1;5
7.2;0.43;0.34;1.2;0.06;6.6;40.9;0.99;3.17;0.53;10.0;5
8.4;0.4;0.29;1.3;0.057;24.0;78.6;0.99;3.27;0.85;12.7;7
5.7;0.35;0.37;4.2;0.165;5.4;26.6;0.99;3.24;0.51;11.5;5
7.2;0.38;0.32;8.2;0.133;12.0;45.1;0.99;3.19;0.68;11.2;6
8.9;0.49;0.29;3.4;0.124;1.0;16.5;0.99;3.58;0.63;10.6;5
9.6;0.42;0.31;4.1;0.124;20.1;76.1;0.99;3.64;0.67;11.5;5
9.2;0.2;0.22;4.6;0.109;9.1;21.8;0.99;3.26;0.68;11.2;7
4.8;0.44;0.21;1.8;0.182;27.5;79.0;0.99;3.32;0.66;11.9;7
7.5;0.69;0.08;1.1;0.089;20.0;73.1;0.99;3.28;0.58;11.1;3
6.7;0.49;0.41;1.0;0.114;27.6;91.3;0.99;3.48;0.66;11.2;7
7.8;0.37;0.19;2.1;0.019;4.5;6.0;0.99;3.51;0.56;11.7;6
8.1;0.49;0.23;1.7;0.048;26.7;80.8;0.99;3.04;0.87;12.1;7
10.1;0.7;0.3;1.2;0.031;37.9;134.3;0.99;3.38;0.7;10.9;5
8.8;0.51;0.25;1.5;0.147;23.9;98.7;0.99;3.11;0.88;11.0;6
10.7;0.42;0.24;1.3;0.012;24.1;80.3;0.99;3.57;0.78;12.4;6
7.1;0.49;0.23;7.2;0.068;17.6;67.5;0.99;3.38;0.57;10.9;6
5.9;0.48;0.02;1.4;0.012;10.4;35.4;0.9918;3.19;0.66;9.6;5
10.8;0.54;0.12;2.9;0.048;23.8;70.4;0.99;3.27;0.5;11.1;4
9.0;0.62;0.37;3.2;0.064;1.0;10.8;0.99;3.27;0.48;10.0;5
7.0;0.47;0.23;3.0;0.152;11.5;29.3;0.99;3.39;0.66;12.0;6
9.0;0.67;0.06;1.3;0.106;1.0;6.0;0.99;3.47;0.75;12.1;5
9.7;0.44;0.18;2.0;0.048;8.5;26.3;0.99;3.14;0.73;11.9;6
8.5;0.38;0.35;1.1;0.137;22.6;88.0;0.99;3.59;0.61;12.7;7
7.1;0.49;0.28;2.3;0.088;21.2;63.6;0.99;3.55;0.6;12.6;5
7.5;0.37;0.25;1.5;0.089;16.4;61.3;0.99;3.18;0.69;12.2;6
8.8;0.63;0.18;3.1;0.03;17.7;53.6;0.99;3.32;0.48;11.3;5
8.6;0.63;0.17;4.0;0.04;1.0;6.0;0.99;3.57;0.82;13.1;7
10.4;0.51;0.29;2.9;0.048;12.0;6.0;0.99;3.49;0.63;12.4;5
7.8;0.41;0.36;2.4;0.089;8.7;51.4;0.99;3.26;0.56;12.8;6
6.7;0.41;0.41;2.2;0.091;9.0;37.0;0.99;3.43;0.56;11.0;6
12.7;0.34;0.2;5.6;0.16;22.1;69.7;0.99;3.76;0.86;10.7;7
8.6;0.64;0.42;1.6;0.105;6.9;12.9;0.99;3.33;0.66;11.0;6
9.7;0.41;0.27;4.3;0.012;9.5;28.3;0.99;3.22;0.82;12.0;6
9.2;0.42;0.28;4.5;0.099;1.0;10.7;0.99;3.34;0.86;11.5;6
8.6;0.29;0.4;2.4;0.019;12.8;25.9;0.99;3.35;0.85;11.6;7
7.9;0.51;0.23;1.9;0.042;4.5;14.3;0.99;3.23;0.65;11.8;6
4.6;0.61;0.0;2.6;0.049;16.7;76.2;0.99;3.38;0.35;9.4;4
6.5;0.3;0.38;1.2;0.056;5.9;9.3;0.99;3.12;0.78;11.9;7
8.9;0.39;0.31;1.1;0.022;17.0;60.3;0.99;3.21;0.91;12.3;6
4.6;0.63;0.24;1.3;0.097;14.4;72.4;0.99;3.42;0.7;11.8;6
8.4;0.55;0.31;1.5;0.021;33.4;123.2;0.99;3.05;0.45;11.6;5
9.4;0.49;0.36;2.8;0.104;21.1;75.1;0.99;3.45;0.63;12.7;6
9.7;0.56;0.1;5.7;0.192;1.0;8.6;0.99;3.01;0.63;10.9;5
9.3;0.62;0.28;1.7;0.025;2.6;6.0;0.99;3.05;0.59;10.9;6
9.9;0.45;0.02;7.8;0.074;16.4;70.4;0.99;3.24;0.39;12.0;5
11.0;0.44;0.27;8.7;0.012;6.1;17.4;0.99;3.35;0.69;12.3;6
10.2;0.32;0.3;9.0;0.073;1.0;6.0;0.99;3.51;0.72;12.6;8
8.6;0.38;0.3;5.5;0.117;30.0;101.1;0.99;3.32;0.83;10.9;5
8.1;0.32;0.2;2.1;0.121;23.4;72.2;0.99;3.27;0.76;11.8;7
8.5;0.65;0.21;1.2;0.091;21.3;71.7;0.99;3.4;0.7;10.0;5
7.8;0.49;0.0;3.1;0.129;9.5;30.7;0.99;3.18;0.74;12.7;7
10.2;0.57;0.34;3.0;0.207;20.3;83.0;0.99;3.33;0.71;12.3;6
9.3;0.42;0.27;5.7;0.167;8.5;36.7;0.99;3.13;0.53;10.4;6
7.7;0.43;0.29;14.8;0.062;18.0;65.6;0.99;3.32;0.6;12.1;6
10.6;0.23;0.16;2.8;0.019;6.2;21.7;0.99;3.29;0.86;12.1;7
7.8;0.64;0.29;2.1;0.068;31.7;100.4;0.99;3.19;0.67;10.2;5
6.7;0.66;0.42;1.5;0.042;1.0;6.0;0.99;3.33;0.61;10.0;5
8.3;0.59;0.26;1.0;0.108;28.8;101.9;0.99;3.33;0.75;11.7;6
6.9;0.64;0.35;2.8;0.031;16.3;65.0;0.99;3.49;0.75;11.1;6
9.9;0.52;0.19;3.0;0.084;10.8;36.7;0.99;3.07;0.9;12.9;6
6.9;0.64;0.27;5.4;0.126;17.6;56.3;0.99;3.3;0.72;12.2;6
8.1;0.53;0.1;2.8;0.082;23.5;86.9;0.99;3.2;0.54;11.4;5
9.9;0.3;0.36;7.2;0.043;30.2;104.9;0.99;3.44;0.69;11.8;6
7.1;0.64;0.27;3.5;0.142;19.1;83.7;0.99;3.42;0.71;12.1;5
9.0;0.3;0.16;5.6;0.012;6.6;35.4;0.99;3.39;0.8;12.1;6
6.6;0.71;0.11;1.4;0.072;16.5;67.3;0.99;3.2;0.39;10.6;3
8.7;0.65;0.26;5.8;0.085;34.9;129.7;0.9911;3.44;0.68;10.2;5
9.3;0.58;0.34;3.8;0.088;30.0;92.1;0.99;3.08;0.56;13.4;5
8.2;0.78;0.4;1.5;0.095;25.4;95.5;0.99;3.05;0.59;10.1;5
8.4;0.28;0.27;1.5;0.116;24.2;88.5;0.99;3.12;0.78;11.1;6
9.1;0.54;0.11;7.5;0.085;23.2;87.3;0.99;3.3;0.72;9.7;5
7.8;0.55;0.27;1.1;0.07;28.0;102.9;0.99;3.41;0.58;11.4;5
9.8;0.42;0.43;2.6;0.068;11.1;43.4;0.9902;2.86;0.63;11.1;5
10.6;0.43;0.09;1.9;0.058;1.7;33.0;0.99;3.51;0.6;11.6;5
6.7;0.47;0.15;3.7;0.124;16.6;57.3;0.99;3.33;0.94;9.6;5
11.3;0.44;0.31;5.6;0.057;7.3;34.9;0.99;3.07;0.68;11.9;5
7.8;0.47;0.3;2.1;0.127;4.8;12.1;0.99;3.33;0.62;10.8;6
11.7;0.42;0.23;2.4;0.088;8.3;37.0;0.99;3.47;0.83;11.3;6
7.8;0.51;0.3;11.0;0.063;41.9;156.0;0.99;3.4;0.84;12.1;6
9.5;0.61;0.35;4.8;0.116;17.3;64.2;0.99;3.47;0.83;11.2;5
9.5;0.61;0.24;6.7;0.053;19.7;85.6;0.99;3.11;0.86;11.3;5
7.6;0.44;0.26;2.4;0.117;3.1;6.0;0.99;3.25;0.77;12.0;6
8.4;0.51;0.34;1.7;0.097;1.0;6.0;0.99;3.17;0.67;11.7;6
10.7;0.58;0.25;2.3;0.059;7.3;27.7;0.99;3.57;0.68;11.1;6
7.8;0.66;0.33;4.1;0.112;30.9;117.0;0.99;3.41;0.57;10.5;4
7.6;0.74;0.45;1.3;0.113;19.4;69.7;0.99;3.74;0.61;11.2;5
6.3;0.65;0.16;1.8;0.141;22.1;90.2;0.99;3.24;0.77;10.3;5
11.0;0.72;0.12;1.1;0.132;23.6;76.0;0.99;3.2;0.65;11.8;5
7.5;0.23;0.32;2.4;0.11;9.7;22.5;0.99;3.29;0.8;11.6;6
10.3;0.49;0.15;5.4;0.034;30.4;109.5;0.99;3.52;0.77;11.5;6
7.3;0.45;0.15;1.1;0.202;9.3;31.8;0.99;3.26;0.59;12.4;6
